"347,02","367,02",349,Dolar Oficial,"0,11",TRUE,2
"730,00","735,00",310,Dolar Blue,"0,68",TRUE,2
"652,76","774,13",312,Dolar Contado con Liqui,"18,73",TRUE,2
"688,440","687,950",313,Dolar Bolsa,"2,860",TRUE,3
No Cotiza,"642,29",406,Dolar turista,"0,11",TRUE,2
"348,83","368,31",302,Dolar,,,3
